country,Crop Type,Season,Yield Percentage,Year,Water Levels,Temperature
India,Apples,Rainy Season,87.86,2021.6855047989397,57.95,33.83
India,Maze,Summer,69.02,2021.0326883276184,79.11,27.06
Australia,Cotton,Winter,34.73,2020.8380995312032,25.66,69.41
Africa,Sugar Cane,Rainy Season,45.92,2020.090808085978,23.03,86.96
Germany,Wheat,Summer,11.2,2021.8398696623683,42.2,21.25
Australia,Paddy,Summer,77.95,2020.9579443048099,83.1,90.65
India,Plam Oil,Spring,21.43,2020.7202696196211,87.12,59.99
Australia,Wheat,Winter,24.05,2021.0522105491539,65.09,66.86
Germany,Wheat,Rainy Season,93.0,2020.8717978275204,19.35,34.86
Germany,Paddy,Summer,25.12,2021.6506856653534,82.89,12.46
Australia,Wheat,Summer,28.21,2020.474472841897,41.9,81.35
Germany,Maze,Spring,80.83,2020.4561239034254,85.97,92.04
France,Maze,Summer,14.03,2021.7380538377527,72.51,48.53
France,Apples,Rainy Season,18.23,2021.7804181502036,71.41,79.89
Germany,Sugar Cane,Spring,62.72,2021.733305567423,67.43,69.25
China,Sugar Cane,Rainy Season,36.03,2021.4784916861443,37.1,89.25
Germany,Maze,Fall,25.44,2020.3955870946165,12.13,48.67
India,Apples,Winter,80.28,2020.2679063728913,89.34,44.84
United States,Maze,Winter,49.23,2021.6816842162555,16.46,15.27
Germany,Cotton,Spring,52.26,2021.3576178123249,23.97,20.12
United States,Apples,Rainy Season,34.51,2020.1912913156057,17.74,17.06
Africa,Maze,Spring,55.04,2020.8614552512258,61.87,81.23
India,Paddy,Spring,33.22,2020.0517846052753,33.31,82.23
United States,Maze,Rainy Season,90.23,2020.6351580212247,33.15,17.25
France,Apples,Spring,22.19,2021.1137588071626,71.88,27.59
China,Apples,Fall,76.45,2021.1507581719054,80.65,47.45
Germany,Plam Oil,Winter,16.23,2021.3222758046622,65.05,81.42
India,Cotton,Rainy Season,34.4,2020.1529001003728,22.89,42.77
United States,Wheat,Winter,12.76,2020.7427517334586,68.11,91.15
United States,Apples,Summer,26.23,2020.1028136069747,51.07,35.22
France,Maze,Fall,41.96,2021.603917052759,52.46,32.43
Africa,Paddy,Rainy Season,32.8,2021.7606191641726,34.69,89.89
Germany,Plam Oil,Rainy Season,12.26,2020.5883112310141,51.36,91.13
Africa,Cotton,Fall,51.87,2020.0853292539045,27.36,58.93
France,Sugar Cane,Winter,52.1,2020.247382492461,35.96,70.53
United States,Wheat,Spring,76.22,2020.6803808587947,71.66,30.99
Australia,Wheat,Summer,27.05,2020.3257173835857,53.81,47.76
United States,Sugar Cane,Winter,24.49,2020.6026710327053,28.67,90.24
China,Sugar Cane,Fall,87.5,2020.358409856944,80.66,78.43
Africa,Sugar Cane,Fall,74.64,2021.041520961536,24.07,71.69
Germany,Cotton,Spring,24.99,2021.027542776481,32.73,86.49
France,Plam Oil,Summer,78.1,2020.0875079569403,69.2,50.45
Africa,Cotton,Fall,75.83,2021.4857678385342,25.17,22.73
France,Paddy,Winter,42.49,2020.570135264995,67.94,32.08
India,Apples,Spring,63.38,2021.9974671707478,37.44,37.36
France,Plam Oil,Rainy Season,90.4,2020.9096274745814,43.34,58.25
Australia,Maze,Spring,54.6,2021.9160024076311,78.09,17.92
Africa,Cotton,Spring,81.42,2020.6685909941477,92.88,22.67
Germany,Maze,Summer,45.84,2020.3281616546044,64.46,50.29
Germany,Apples,Summer,24.53,2021.9594526247329,54.74,21.0
Germany,Apples,Rainy Season,52.34,2021.2666166654378,49.43,85.88
United States,Wheat,Rainy Season,84.31,2020.2531934137128,62.22,73.48
China,Maze,Rainy Season,38.82,2021.3896583932953,55.91,78.43
United States,Plam Oil,Summer,77.07,2020.9545117366547,83.15,76.0
France,Plam Oil,Spring,76.99,2021.7239730135234,47.28,86.2
India,Sugar Cane,Spring,54.91,2020.0911240067394,53.58,12.85
Australia,Plam Oil,Winter,67.79,2021.8819248790605,61.78,37.69
United States,Sugar Cane,Winter,58.11,2021.178598781827,44.66,65.82
France,Wheat,Summer,21.23,2020.6433630178633,46.89,83.99
India,Sugar Cane,Fall,90.88,2020.0311291889013,75.92,22.39
United States,Cotton,Rainy Season,65.6,2020.6122596724845,74.43,51.6
China,Wheat,Summer,62.38,2020.7736900803795,32.44,70.16
Africa,Maze,Spring,75.47,2020.4876604393367,59.99,57.88
Germany,Paddy,Rainy Season,78.99,2021.916754257116,77.78,89.9
Australia,Wheat,Spring,36.16,2020.6782743859692,52.45,89.28
United States,Sugar Cane,Summer,67.01,2021.275010863315,93.1,57.5
Africa,Sugar Cane,Spring,86.16,2020.1637402423444,91.87,14.67
India,Plam Oil,Fall,53.19,2020.6099438731571,87.0,39.69
Africa,Plam Oil,Fall,74.37,2021.8247576104561,20.66,16.61
China,Plam Oil,Summer,78.17,2021.0744900621016,54.26,24.82
United States,Paddy,Winter,21.8,2021.9775618900585,28.1,88.94
India,Plam Oil,Rainy Season,62.21,2020.8039004304173,48.19,91.01
Africa,Plam Oil,Fall,90.31,2021.2471576065211,63.66,24.11
France,Apples,Spring,27.53,2021.515654459034,42.56,51.47
Australia,Sugar Cane,Summer,44.74,2020.2160468662453,34.06,92.71
India,Maze,Winter,68.13,2020.1319967973259,15.37,79.5
Africa,Paddy,Spring,84.37,2020.4392428322285,10.55,37.31
Australia,Apples,Spring,48.75,2020.070797104699,60.96,90.61
Australia,Sugar Cane,Summer,68.65,2020.3873176576885,75.19,15.01
Africa,Plam Oil,Rainy Season,92.45,2020.5029806062576,53.36,79.42
China,Plam Oil,Winter,34.5,2020.6290127334212,91.73,62.83
Australia,Wheat,Rainy Season,49.17,2020.7490717677028,30.14,66.67
India,Plam Oil,Summer,90.79,2020.3080422807097,49.08,64.6
Germany,Wheat,Summer,73.99,2020.1678467891415,68.17,66.73
China,Cotton,Winter,21.69,2020.9267463706467,70.43,43.76
France,Paddy,Spring,38.37,2020.883681563724,64.96,78.49
Australia,Plam Oil,Summer,19.32,2020.958462914738,51.3,45.98
United States,Wheat,Spring,38.78,2021.2941279328916,70.33,51.9
United States,Apples,Summer,16.79,2020.3379061926953,32.12,90.41
Australia,Maze,Spring,32.83,2021.6888701396795,64.85,19.2
Africa,Wheat,Spring,41.28,2020.8238114991332,36.1,74.93
Australia,Wheat,Fall,37.51,2021.7090024682834,85.82,61.59
United States,Maze,Rainy Season,79.46,2021.6683954477799,62.67,24.49
France,Wheat,Fall,87.02,2021.230294896268,60.25,64.37
Germany,Plam Oil,Rainy Season,63.17,2021.6827537698493,56.13,58.1
Africa,Plam Oil,Fall,78.97,2020.0295142268187,15.76,49.93
Australia,Cotton,Fall,34.5,2020.5968626834756,26.05,15.91
India,Paddy,Summer,41.68,2021.3051733987954,76.39,22.63
China,Plam Oil,Spring,52.12,2021.8051829048047,31.1,57.24
United States,Paddy,Winter,51.04,2021.3374043349227,85.85,50.19
United States,Apples,Spring,31.59,2021.9071908076924,49.4,12.05
France,Cotton,Winter,43.66,2020.6003776818532,60.51,18.03
Australia,Wheat,Spring,42.8,2020.0114577925076,67.77,78.57
United States,Apples,Rainy Season,11.79,2020.5301584569297,42.91,87.64
India,Maze,Rainy Season,14.97,2021.2712785799663,27.22,66.07
India,Paddy,Spring,31.24,2020.1878651521922,64.32,35.82
Australia,Wheat,Spring,71.59,2021.1682192099204,68.1,43.97
France,Paddy,Summer,75.25,2020.470113437087,69.53,15.66
Australia,Sugar Cane,Rainy Season,63.93,2020.2528826831485,54.56,75.72
United States,Maze,Winter,16.46,2020.9573172440246,34.24,11.12
Germany,Paddy,Winter,30.73,2020.9358534994399,68.61,86.21
United States,Sugar Cane,Winter,59.02,2021.3022663996585,68.42,12.66
India,Maze,Rainy Season,83.87,2021.1750109119453,57.69,84.1
France,Apples,Rainy Season,17.75,2021.4985296568332,27.4,12.08
China,Apples,Spring,18.35,2021.9749529707983,91.28,53.02
Africa,Wheat,Summer,69.24,2020.2358725912443,50.89,80.04
United States,Maze,Fall,37.37,2021.3036468932844,48.99,45.69
France,Maze,Summer,82.09,2020.9245559756296,61.8,87.35
India,Plam Oil,Summer,18.17,2021.5003298132103,54.84,32.76
India,Paddy,Winter,35.19,2021.2226180265268,67.75,70.57
Germany,Sugar Cane,Winter,13.69,2021.866835031241,24.95,37.74
India,Plam Oil,Summer,54.94,2020.3763634039115,29.44,49.09
India,Paddy,Winter,56.74,2020.1520935338099,27.35,70.34
Germany,Sugar Cane,Summer,12.59,2020.232733765481,78.96,51.1
India,Wheat,Summer,83.53,2020.972511280302,33.46,62.64
China,Wheat,Fall,61.24,2021.6949176022526,13.54,86.39
Africa,Cotton,Summer,92.6,2020.6220438836217,40.5,25.43
Australia,Paddy,Summer,64.85,2020.5441372067992,78.86,32.1
India,Cotton,Spring,32.81,2020.708248016692,34.48,68.2
China,Wheat,Rainy Season,87.58,2020.9566413872158,13.91,22.62
Africa,Plam Oil,Spring,56.11,2020.857221490955,33.94,55.52
Australia,Wheat,Rainy Season,41.09,2021.789123645753,34.45,18.62
Germany,Cotton,Fall,91.55,2021.3763430563235,65.18,90.43
Africa,Wheat,Summer,72.28,2020.4087391534958,65.82,75.34
Australia,Plam Oil,Fall,62.46,2020.876780303363,46.04,44.66
China,Apples,Winter,32.73,2021.6682450663927,65.04,77.63
China,Maze,Winter,62.47,2020.2498240125842,83.75,24.43
Africa,Paddy,Spring,45.45,2021.149261987647,21.89,92.27
United States,Plam Oil,Fall,89.97,2021.6707492379571,69.87,22.73
France,Cotton,Rainy Season,20.77,2021.5545769699888,57.75,70.24
United States,Sugar Cane,Rainy Season,36.25,2021.1395397471483,86.24,84.75
France,Plam Oil,Rainy Season,59.79,2021.8736663854634,21.14,71.75
France,Cotton,Spring,39.87,2021.3821606642434,42.54,30.19
China,Maze,Winter,65.77,2020.9724340071616,66.68,31.52
China,Paddy,Summer,89.59,2021.7232732879456,44.77,31.73
United States,Sugar Cane,Spring,26.71,2021.0145538439938,47.14,84.39
India,Paddy,Rainy Season,24.03,2020.6526322210018,68.11,15.46
Germany,Paddy,Fall,47.03,2021.284376626018,68.82,84.72
Africa,Plam Oil,Spring,51.09,2020.8932974690795,56.34,91.68
Australia,Wheat,Rainy Season,37.82,2021.5711145477458,80.79,73.2
China,Apples,Rainy Season,86.61,2021.6411865951673,69.69,41.41
India,Paddy,Winter,34.68,2020.4962102604018,11.41,55.54
Australia,Apples,Winter,39.19,2020.7113913418195,74.73,58.6
Germany,Wheat,Spring,64.71,2020.1585159570664,91.68,43.57
India,Wheat,Spring,55.87,2021.0078074660312,80.87,63.37
India,Maze,Spring,53.26,2020.6267944593662,74.97,52.63
China,Cotton,Rainy Season,13.05,2020.2126632772618,18.6,40.95
India,Apples,Rainy Season,10.36,2021.9921208987791,27.41,43.58
France,Plam Oil,Rainy Season,89.05,2021.101180545508,27.3,44.94
China,Apples,Rainy Season,82.87,2020.6902003447246,41.48,86.79
India,Cotton,Fall,44.58,2021.2752049692017,90.13,72.31
Africa,Cotton,Fall,55.18,2020.2362051038895,60.64,46.9
United States,Plam Oil,Spring,47.87,2021.4196250625484,66.79,44.59
United States,Wheat,Fall,76.34,2020.8827881496488,26.11,20.61
United States,Maze,Winter,42.65,2021.907541304093,53.89,57.45
Germany,Sugar Cane,Winter,54.4,2020.8906274960912,55.59,87.43
India,Sugar Cane,Fall,33.47,2021.208750377054,20.33,72.93
Africa,Sugar Cane,Winter,64.55,2021.8997346836118,18.25,25.81
France,Sugar Cane,Spring,90.96,2021.1954581777775,58.75,79.1
France,Apples,Fall,35.71,2021.23786077543,76.96,51.63
France,Wheat,Winter,20.58,2021.199786044708,60.76,54.76
Germany,Wheat,Rainy Season,19.05,2021.3996984798669,21.08,25.63
India,Wheat,Winter,54.6,2021.4042454914518,22.85,50.0
China,Paddy,Winter,91.91,2021.3482684984212,68.16,34.83
Africa,Apples,Summer,82.31,2021.6643374646096,58.15,50.74
France,Plam Oil,Summer,77.89,2021.0108985192828,42.57,30.3
Africa,Wheat,Rainy Season,29.28,2021.4646997509717,55.55,45.0
United States,Plam Oil,Winter,12.96,2021.128513565448,21.42,69.01
China,Apples,Rainy Season,68.94,2020.367152383247,26.29,14.27
Germany,Sugar Cane,Spring,27.96,2020.4169414052503,20.52,37.87
United States,Sugar Cane,Rainy Season,71.79,2021.1643769772734,19.62,29.45
Germany,Paddy,Rainy Season,22.85,2021.815803053041,49.79,66.68
China,Sugar Cane,Fall,13.99,2020.643947422066,35.53,37.59
India,Apples,Winter,80.0,2021.2770760658289,53.53,23.55
India,Plam Oil,Summer,71.08,2021.3225722155798,32.86,44.95
China,Maze,Winter,49.56,2021.8214057173166,55.06,15.27
Australia,Paddy,Summer,29.48,2021.141873396609,23.33,75.15
India,Apples,Summer,13.78,2020.272469532293,77.38,91.26
United States,Paddy,Summer,44.53,2021.6904185312774,52.64,20.2
India,Paddy,Fall,59.89,2021.5879743317232,21.86,43.47
India,Paddy,Summer,80.13,2021.3067491968206,12.02,64.94
Africa,Cotton,Winter,11.27,2021.3575031483922,15.77,43.63
France,Wheat,Spring,44.88,2020.0874781188072,15.19,68.95
India,Wheat,Summer,61.7,2020.9820083375575,37.77,45.41
Africa,Plam Oil,Winter,77.35,2020.9357237245126,63.42,23.11
India,Cotton,Fall,76.84,2020.4559378382276,26.91,14.76
Germany,Paddy,Spring,30.32,2020.7772396773576,52.75,34.75
Africa,Cotton,Summer,39.36,2020.2684015612328,36.14,20.79
China,Sugar Cane,Spring,79.91,2020.043988783679,49.08,39.5
Germany,Paddy,Fall,45.31,2020.729579960721,62.19,35.12
Germany,Paddy,Summer,25.5,2020.6529691512073,76.22,66.24
United States,Apples,Summer,16.44,2021.7835105770794,27.37,76.72
Africa,Apples,Spring,35.3,2021.475616706215,92.14,54.45
United States,Paddy,Rainy Season,15.69,2021.062179229201,15.81,91.23
Africa,Maze,Summer,20.99,2021.020947053436,83.37,14.54
France,Sugar Cane,Rainy Season,23.42,2021.237812704498,87.13,23.63
Germany,Paddy,Summer,77.68,2021.776313318628,47.13,86.7
India,Sugar Cane,Winter,16.73,2020.9714733595858,53.28,26.7
China,Wheat,Fall,22.82,2020.2762744763872,14.47,49.73
Germany,Sugar Cane,Summer,37.57,2021.7088702848614,75.85,50.0
Australia,Plam Oil,Rainy Season,78.15,2021.406187355863,12.56,69.74
France,Plam Oil,Rainy Season,12.36,2020.5398582372864,55.09,46.32
China,Maze,Winter,79.71,2021.0911939073592,91.02,57.82
India,Sugar Cane,Spring,17.16,2021.3543375275383,63.37,80.3
India,Plam Oil,Fall,62.79,2021.1979007297646,19.21,48.5
Africa,Wheat,Spring,60.64,2020.8761545557988,39.17,43.25
India,Wheat,Rainy Season,14.48,2020.581858150896,54.2,34.43
United States,Maze,Spring,14.17,2021.598451723062,50.41,38.6
United States,Sugar Cane,Winter,67.2,2020.4635927081945,86.32,22.1
Africa,Apples,Spring,32.55,2020.179321115457,79.52,11.37
Africa,Plam Oil,Spring,43.29,2020.8069990597412,92.89,48.36
Australia,Apples,Rainy Season,33.02,2020.5033644877024,86.5,76.47
Africa,Paddy,Summer,22.46,2020.5358470706553,84.67,86.77
France,Plam Oil,Spring,79.93,2020.6466167866208,26.47,17.43
Australia,Sugar Cane,Winter,62.52,2021.72938147325,19.55,20.33
Africa,Plam Oil,Fall,74.8,2020.062222744966,89.91,46.47
Germany,Maze,Fall,48.96,2020.5033250981978,24.79,85.03
India,Cotton,Rainy Season,23.08,2020.3193398433948,13.38,39.44
India,Apples,Fall,27.91,2020.1869392683907,56.48,14.52
Germany,Maze,Rainy Season,62.26,2020.9221462162443,61.55,22.87
India,Wheat,Rainy Season,61.29,2020.1295124967846,62.78,66.12
Australia,Sugar Cane,Summer,28.86,2020.1057902500368,26.18,87.78
Australia,Plam Oil,Summer,36.1,2021.2452521264024,36.69,33.32
Africa,Apples,Summer,49.02,2020.457907278475,68.7,51.19
Germany,Plam Oil,Fall,30.75,2021.485651035786,58.89,32.19
France,Cotton,Winter,51.01,2021.7163146293008,44.95,65.71
United States,Paddy,Winter,49.97,2020.0720986638462,28.13,46.94
Africa,Paddy,Summer,59.11,2021.8680591711793,78.36,52.94
United States,Sugar Cane,Winter,51.4,2021.2448884559358,65.84,85.98
Australia,Plam Oil,Rainy Season,21.27,2020.0587060383805,74.51,47.84
United States,Sugar Cane,Winter,81.2,2020.1937841770336,12.59,92.77
India,Maze,Fall,53.01,2020.1644512629482,42.72,42.59
Australia,Plam Oil,Summer,21.79,2020.3493853764523,19.3,66.12
Australia,Paddy,Summer,17.12,2020.0216811979983,35.4,86.03
India,Plam Oil,Spring,29.34,2021.5740394919599,70.87,16.85
Africa,Wheat,Fall,87.82,2021.7086863183915,35.24,72.62
India,Cotton,Summer,12.43,2021.887220373833,10.78,21.99
China,Plam Oil,Summer,82.6,2021.1547517096362,53.03,92.4
India,Wheat,Summer,19.88,2020.8872567088636,70.19,66.29
United States,Wheat,Spring,41.59,2021.0531233836462,66.21,34.87
Australia,Apples,Spring,25.3,2021.8791619415495,55.97,36.48
Australia,Apples,Rainy Season,83.64,2020.590529425505,56.12,11.71
United States,Paddy,Spring,48.15,2020.1327654012132,87.12,68.58
United States,Wheat,Rainy Season,61.19,2020.7235182903466,80.29,26.73
Germany,Plam Oil,Rainy Season,90.53,2020.8282759375243,28.17,45.95
United States,Sugar Cane,Winter,78.59,2020.4049429641525,12.9,24.36
India,Cotton,Fall,27.49,2020.7876083611736,64.33,29.49
China,Apples,Summer,54.8,2020.378004032059,25.51,50.4
Africa,Wheat,Fall,91.95,2021.5643034066195,67.82,24.5
Germany,Wheat,Rainy Season,88.66,2020.5351468448134,14.75,78.29
China,Cotton,Winter,25.77,2021.2007408258144,73.08,53.78
Africa,Cotton,Spring,27.96,2021.138171387044,44.77,32.21
China,Plam Oil,Winter,69.99,2021.8874741102022,18.29,29.24
Germany,Paddy,Winter,27.9,2020.2982675118112,38.65,58.92
Australia,Paddy,Winter,19.62,2020.2578082051898,74.84,87.15
France,Sugar Cane,Spring,84.52,2020.413246311805,82.41,47.41
China,Maze,Fall,65.88,2021.9592964398248,72.76,14.13
France,Apples,Fall,48.31,2020.9748658718033,42.92,15.46
China,Wheat,Fall,62.44,2021.7518407511914,78.5,78.34
Australia,Plam Oil,Fall,34.37,2021.708339488064,56.62,49.48
China,Plam Oil,Fall,21.19,2020.035637304856,61.85,67.62
Germany,Cotton,Spring,42.0,2021.818228979542,79.86,36.63
Germany,Cotton,Summer,51.24,2021.6089129683883,84.97,21.74
China,Maze,Rainy Season,77.54,2020.8718641562677,87.55,11.1
Australia,Apples,Winter,58.22,2021.6946079590027,35.6,70.57
Africa,Wheat,Fall,20.84,2020.7080568344481,81.4,40.6
Africa,Maze,Rainy Season,27.02,2021.0041385997504,11.42,19.64
United States,Maze,Rainy Season,31.18,2020.9431480438213,54.25,82.09
Germany,Plam Oil,Rainy Season,45.22,2021.9456623996912,21.31,21.6
United States,Paddy,Winter,87.1,2021.046425322458,28.18,69.62
Africa,Cotton,Fall,67.14,2020.574651122118,15.27,34.7
United States,Plam Oil,Spring,58.75,2020.328745549682,34.12,69.81
Germany,Plam Oil,Spring,34.65,2020.3589501971921,49.13,68.71
France,Apples,Rainy Season,56.61,2021.6481140259345,60.29,37.44
India,Sugar Cane,Spring,84.58,2021.3658132352489,42.67,60.96
China,Apples,Fall,49.16,2020.1973855296217,35.2,62.59
India,Plam Oil,Fall,13.96,2021.0046937689015,62.97,44.14
India,Apples,Rainy Season,59.29,2021.9776987938053,22.6,12.76
Australia,Cotton,Winter,86.38,2020.8518503882929,58.49,88.13
Australia,Wheat,Summer,52.2,2021.374195602735,63.06,86.74
Africa,Sugar Cane,Summer,45.73,2020.1419841266609,24.13,90.18
United States,Maze,Winter,89.86,2021.1796347209993,54.62,22.98
Germany,Apples,Spring,40.65,2020.504807370953,61.35,54.78
Germany,Apples,Spring,11.15,2020.3366331867812,16.96,58.67
China,Sugar Cane,Summer,66.18,2021.4864098313187,54.03,29.99
United States,Cotton,Winter,11.6,2020.8243684289814,25.88,61.43
Germany,Paddy,Spring,16.54,2020.3021794995284,54.5,60.04
France,Cotton,Winter,78.34,2021.7826028173713,86.85,12.76
Australia,Cotton,Rainy Season,77.34,2021.160685850697,33.59,66.68
Germany,Plam Oil,Winter,49.22,2021.3892459389374,70.06,57.67
Australia,Cotton,Fall,48.08,2020.7518116185718,28.51,86.65
United States,Maze,Summer,73.68,2020.2705748362594,43.89,63.16
United States,Paddy,Winter,50.0,2021.5130179787784,78.93,12.96
France,Plam Oil,Spring,30.35,2021.7880971396692,66.55,86.15
France,Plam Oil,Summer,71.88,2020.870556270793,83.9,79.2
France,Sugar Cane,Rainy Season,80.23,2021.2839463701853,60.31,84.69
India,Sugar Cane,Rainy Season,17.34,2021.288258581825,54.89,82.67
China,Cotton,Summer,50.69,2020.6444241018148,52.26,25.6
United States,Plam Oil,Rainy Season,85.01,2020.5400427262136,14.46,89.02
France,Apples,Fall,90.19,2020.0753874044888,83.08,27.35
Germany,Plam Oil,Spring,21.46,2020.9337591852468,82.62,18.31
United States,Cotton,Spring,62.94,2021.3861692824144,92.94,24.18
Germany,Plam Oil,Fall,37.13,2021.0001963423374,40.22,87.61
France,Maze,Rainy Season,51.13,2021.5342564754567,23.12,62.37
India,Wheat,Summer,36.2,2021.1058685776127,19.5,24.42
Africa,Plam Oil,Rainy Season,33.34,2020.9513676486815,91.6,28.78
Africa,Maze,Summer,79.7,2020.5169779979922,84.83,45.44
Germany,Sugar Cane,Winter,85.36,2020.1652452998046,58.56,10.3
China,Maze,Winter,79.48,2021.6597570802614,49.11,54.65
Germany,Sugar Cane,Rainy Season,34.97,2021.1565915321678,20.49,91.3
France,Sugar Cane,Summer,71.17,2020.8069634310789,48.64,69.6
Australia,Apples,Spring,31.55,2020.6199624980684,85.49,46.06
Germany,Wheat,Rainy Season,16.45,2020.1042123439083,26.9,76.19
China,Maze,Spring,21.34,2021.8357828619837,77.84,82.07
Australia,Maze,Fall,27.17,2020.143067879969,50.79,19.85
